Player ID,Name,dob,Bowling,Batting,Nationality,country_id
50781,James Pattinson,03-05-1990,right-arm fast-medium,left-hand bat,Australia,2
83915,Obed McCoy,04-01-1997,left-arm fast-medium,left-hand bat,West Indies,4
95219,Rahul Chahar,04-08-1999,legbreak googly,right-hand bat,India,6
7979,Jagadeesh Arunkumar,18-01-1975,right-arm offbreak,right-hand bat,India,6
56511,Bhanuka Rajapaksa,24-10-1991,right-arm medium,left-hand bat,Sri Lanka,8
59832,Liam Livingstone,04-08-1993,right-arm offbreak,right-hand bat,England,1
75347,Jitesh Sharma,22-10-1993,,right-hand bat,India,6
104281,Harpreet Brar,16-09-1995,slow left-arm orthodox,left-hand bat,India,6
103766,Prabhsimran Singh,10-08-2000,,right-hand bat,India,6
52656,Joe Root,30-12-1990,right-arm offbreak,right-hand bat,England,1
101430,Arshdeep Singh,05-02-1999,left-arm medium-fast,left-hand bat,India,6
104817,Dhruv Jurel,21-01-2001,,right-hand bat,India,6
53314,Abhimanyu Mithun,25-10-1989,right-arm medium,right-hand bat,India,6
80645,Rajat Patidar,01-06-1993,right-arm offbreak,right-hand bat,India,6
8241,Michael Klinger,04-07-1980,,right-hand bat,Australia,2
96768,Ankit Soni,02-08-1993,legbreak,right-hand bat,India,6
68885,Dhruv Shorey,05-06-1992,right-arm offbreak,right-hand bat,India,6
8807,Raiphi Gomez,16-10-1985,right-arm medium,right-hand bat,India,6
12020,Sreesanth,06-02-1983,right-arm fast-medium,right-hand bat,India,6
51196,Prasanth Parameswaran,30-05-1985,left-arm medium,right-hand bat,India,6
49346,Jalaj Saxena,15-12-1986,right-arm offbreak,right-hand bat,India,6
47324,Ajit  Chandila,05-12-1983,right-arm offbreak,right-hand bat,India,6
77669,Jhye Richardson,20-09-1996,right-arm fast,right-hand bat,Australia,2
67090,Junior Dala,29-12-1989,right-arm medium,right-hand bat,South Africa,3
55402,Siddharth Chitnis,06-05-1987,right-arm offbreak,right-hand bat,India,6
51455,Sreenath Aravind,08-04-1984,left-arm medium-fast,left-hand bat,India,6
66101,Jagadeesha Suchith,16-01-1994,slow left-arm orthodox,left-hand bat,India,6
46597,Moeen Ali,18-06-1987,right-arm offbreak,left-hand bat,England,1
70691,Kyle Jamieson,30-12-1994,right-arm fast-medium,right-hand bat,New Zealand,5
66253,Pawan Negi,06-01-1993,slow left-arm orthodox,left-hand bat,India,6
90231,Fazalhaq Farooqi,22-09-2000,left-arm fast-medium,right-hand bat,Afghanistan,40
84201,Sherfane Rutherford,15-08-1998,right-arm fast-medium,left-hand bat,West Indies,4
51367,Josh Hazlewood,08-01-1991,right-arm fast-medium,left-hand bat,Australia,2
2230,Ricky Ponting,19-12-1974,right-arm medium,right-hand bat,Australia,2
81197,Mahipal Lomror,16-11-1999,slow left-arm orthodox,left-hand bat,India,6
60737,Krishnappa Gowtham,20-10-1988,right-arm offbreak,right-hand bat,India,6
9707,Daniel Harris,31-12-1979,right-arm medium,right-hand bat,Australia,2
49002,John Hastings,04-11-1985,right-arm fast-medium,right-hand bat,Australia,2
67586,Ish Sodhi,31-10-1992,legbreak,right-hand bat,New Zealand,5
80639,Glenn Phillips,06-12-1996,right-arm offbreak,right-hand bat,New Zealand,5
48248,Anustup Majumdar,30-04-1984,legbreak googly,right-hand bat,India,6
98673,Varun Chakravarthy,29-08-1991,legbreak googly,right-hand bat,India,6
96758,Kulwant Khejroliya,13-03-1992,left-arm medium-fast,left-hand bat,India,6
10145,TP Sudhindra,24-04-1984,right-arm fast,left-hand bat,India,6
101780,Chetan Sakariya,28-02-1998,left-arm medium-fast,left-hand bat,India,6
106886,Kuldip Yadav,15-10-1996,left-arm fast-medium,left-hand bat,India,6
58341,Shashank Singh,21-11-1991,right-arm medium,right-hand bat,India,6
44876,Sumit Narwal,16-04-1982,right-arm medium,left-hand bat,India,6
73871,Marco Jansen,01-05-2000,left-arm medium-fast,right-hand bat,South Africa,3
58466,Sisanda Magala,07-01-1991,right-arm fast-medium,right-hand bat,South Africa,3
108529,Umran Malik,22-11-1999,right-arm fast,right-hand bat,India,6
61383,Pawan Suyal,15-10-1989,left-arm medium,right-hand bat,India,6
50837,Sachithra Senanayake,09-02-1985,right-arm offbreak,right-hand bat,Sri Lanka,8
11385,Suraj Randiv,30-01-1985,right-arm offbreak,right-hand bat,Sri Lanka,8
7987,Balachandra Akhil,07-10-1977,right-arm medium-fast,right-hand bat,India,6
48671,Usman Khawaja,18-12-1986,right-arm medium,left-hand bat,Australia,2
2292,Sunil Joshi,06-06-1970,slow left-arm orthodox,left-hand bat,India,6
49028,Ben Cutting,30-01-1987,right-arm fast-medium,right-hand bat,Australia,2
9989,Jacob Oram,28-07-1978,right-arm fast-medium,left-hand bat,New Zealand,5
58340,Shoaib Shaikh,18-01-1987,right-arm medium,right-hand bat,India,6
9925,Azhar Bilakhia,31-05-1986,right-arm medium,right-hand bat,India,6
68065,Akila Dananjaya,04-10-1993,right-arm offbreak,left-hand bat,Sri Lanka,8
53581,Sudeep Tyagi,17-09-1987,right-arm medium,right-hand bat,India,6
54385,Ankit Bawne,17-12-1992,right-arm offbreak,right-hand bat,India,6
72505,Romario Shepherd,26-11-1994,right-arm fast-medium,right-hand bat,West Indies,4
51189,Ishank Jaggi,27-01-1989,legbreak googly,right-hand bat,India,6
24667,Mohammad Ashraful,07-07-1984,right-arm offbreak,right-hand bat,Bangladesh,25
67609,Kuldeep Yadav,14-12-1994,left-arm wrist-spin,left-hand bat,India,6
51092,Trent Boult,22-07-1989,left-arm fast-medium,right-hand bat,New Zealand,5
50409,KP Appanna,20-12-1988,slow left-arm orthodox,right-hand bat,India,6
5413,Nuwan Zoysa,13-05-1978,left-arm fast-medium,left-hand bat,Sri Lanka,8
46688,Doddapaneni Kalyankrishna,16-12-1983,right-arm medium-fast,right-hand bat,India,6
102738,Nehal Wadhera,04-09-2000,legbreak,left-hand bat,India,6
4271,Andrew Flintoff,06-12-1977,right-arm fast-medium,right-hand bat,England,1
50789,Jason Behrendorff,20-04-1990,left-arm fast-medium,right-hand bat,Australia,2
54369,Michael Bracewell,14-02-1991,right-arm offbreak,left-hand bat,New Zealand,5
100878,Devdutt Padikkal,07-07-2000,right-arm offbreak,left-hand bat,India,6
66183,Srikar Bharat,03-10-1993,,right-hand bat,India,6
59324,Kamran Khan,10-03-1991,left-arm medium-fast,left-hand bat,India,6
58269,Akshath Reddy,11-02-1991,legbreak,right-hand bat,India,6
48520,Chamara Kapugedera,24-02-1987,right-arm medium,right-hand bat,Sri Lanka,8
51453,Palani  Amarnath,01-06-1982,right-arm medium,right-hand bat,India,6
101312,Anuj Rawat,17-10-1999,,left-hand bat,India,6
114297,Raghav Goyal,26-01-2001,left-arm wrist-spin,left-hand bat,India,6
96803,Suyash Prabhudessai,06-12-1997,right-arm medium,right-hand bat,India,6
104922,Akash Deep,15-12-1996,right-arm fast-medium,right-hand bat,India,6
53268,D'Arcy Short,09-08-1990,left-arm wrist-spin,left-hand bat,Australia,2
53649,Rilee Rossouw,09-10-1989,right-arm offbreak,left-hand bat,South Africa,3
44829,Daren Sammy,20-12-1983,right-arm medium,right-hand bat,West Indies,4
19596,Misbah-ul-Haq,28-05-1974,legbreak,right-hand bat,Pakistan,7
9982,Faiz Fazal,07-09-1985,right-arm medium,left-hand bat,India,6
12928,Yogesh Takawale,05-11-1984,,right-hand bat,India,6
47065,Aiden Blizzard,27-06-1984,left-arm medium,left-hand bat,Australia,2
58365,Parvez Rasool,13-02-1989,right-arm offbreak,right-hand bat,India,6
81141,Anmolpreet Singh,28-03-1998,right-arm offbreak,right-hand bat,India,6
54212,Marcus Stoinis,16-08-1989,right-arm medium,right-hand bat,Australia,2
8814,Srikkanth Anirudha,14-04-1987,,right-hand bat,India,6
46888,Mohammad Nabi,01-01-1985,right-arm offbreak,right-hand bat,Afghanistan,40
52373,Kusal Perera,17-08-1990,,left-hand bat,Sri Lanka,8
56832,Kyle Mayers,08-09-1992,right-arm medium,left-hand bat,West Indies,4
108519,Karan Sharma,31-10-1998,right-arm offbreak,right-hand bat,India,6
114254,Mohit Rathee,13-01-1999,legbreak,right-hand bat,India,6
84027,Harry Brook,22-02-1999,right-arm medium,right-hand bat,England,1
4175,Pankaj Dharmani,27-09-1974,,right-hand bat,India,6
11930,Aavishkar Salvi,20-10-1981,right-arm medium,right-hand bat,India,6
9952,Hashim Amla,31-03-1983,right-arm medium,right-hand bat,South Africa,3
79151,Naveen-ul-Haq,23-09-1999,right-arm medium-fast,right-hand bat,Afghanistan,40
61690,Dasun Shanaka,09-09-1991,right-arm medium,right-hand bat,Sri Lanka,8
101792,Mohsin Khan,15-07-1998,left-arm medium-fast,left-hand bat,India,6
58511,Beuran Hendricks,08-06-1990,left-arm fast-medium,left-hand bat,South Africa,3
75249,Shivam Sharma,09-09-1993,right-arm offbreak,right-hand bat,India,6
8539,Mohnish  Mishra,09-02-1984,right-arm offbreak,right-hand bat,India,6
7642,Anirudh Singh,02-08-1980,right-arm medium,left-hand bat,India,6
49750,Bodapati Sumanth,10-05-1988,right-arm medium-fast,right-hand bat,India,6
103588,Shahbaz Ahmed,11-12-1994,slow left-arm orthodox,left-hand bat,India,6
78239,Wanindu Hasaranga,29-07-1997,legbreak,right-hand bat,Sri Lanka,8
64244,Pat Cummins,08-05-1993,right-arm fast,right-hand bat,Australia,2
24777,Jeevan Mendis,15-01-1983,legbreak,left-hand bat,Sri Lanka,8
105938,Matheesha Pathirana,18-12-2002,right-arm fast,right-hand bat,Sri Lanka,8
54674,Mustafizur Rahman,06-09-1995,left-arm fast-medium,left-hand bat,Bangladesh,25
104787,Akash Singh,26-04-2002,left-arm medium-fast,right-hand bat,India,6
110604,Gurnoor Brar,25-05-2000,right-arm fast,left-hand bat,India,6
88977,Prerak Mankad,23-04-1994,right-arm medium,right-hand bat,India,6
53121,David Willey,28-02-1990,left-arm fast-medium,left-hand bat,England,1
77873,Vijaykumar Vyshak,31-01-1997,right-arm medium,right-hand bat,India,6
80607,Tushar Deshpande,15-05-1995,right-arm medium,left-hand bat,India,6
80817,Nathan Ellis,22-09-1994,right-arm fast-medium,right-hand bat,Australia,2
61411,Krishnakant  Upadhyay,18-06-1986,right-arm medium,right-hand bat,India,6
85975,Josh Little,01-11-1999,left-arm fast-medium,right-hand bat,Ireland,29
7419,Tillakaratne Dilshan,14-10-1976,right-arm offbreak,right-hand bat,Sri Lanka,8
12619,Paras Dogra,19-11-1984,legbreak,right-hand bat,India,6
10485,Amit Uniyal,21-11-1981,left-arm medium,left-hand bat,India,6
10439,Younis Khan,29-11-1977,right-arm medium,right-hand bat,Pakistan,7
10557,Devraj Patil,06-12-1984,,right-hand bat,India,6
59259,Manprit Juneja,12-09-1990,right-arm offbreak,right-hand bat,India,6
70695,Tim Seifert,14-12-1994,,right-hand bat,New Zealand,5
53391,Krishmar Santokie,20-12-1984,left-arm medium,left-hand bat,West Indies,4
49106,Colin Munro,11-03-1987,right-arm medium-fast,left-hand bat,New Zealand,5
64758,Ashton Turner,25-01-1993,right-arm offbreak,right-hand bat,Australia,2
10386,Nathan McCullum,01-09-1980,right-arm offbreak,right-hand bat,New Zealand,5
72509,Keemo Paul,21-02-1998,right-arm fast-medium,right-hand bat,West Indies,4
102574,Arjun Tendulkar,24-09-1999,left-arm medium-fast,left-hand bat,India,6
58435,Adam Zampa,31-03-1992,legbreak googly,right-hand bat,Australia,2
58253,Hardus Viljoen,06-03-1989,right-arm fast,right-hand bat,South Africa,3
56993,Mark Wood,11-01-1990,right-arm fast,right-hand bat,England,1
95329,Yash Thakur,28-12-1998,right-arm fast-medium,right-hand bat,India,6
45443,Liam Plunkett,06-04-1985,right-arm fast,right-hand bat,England,1
3329,Darren Lehmann,05-02-1970,slow left-arm orthodox,left-hand bat,Australia,2
51479,Rohan Raje,03-09-1986,right-arm fast-medium,right-hand bat,India,6
35344,Davy Jacobs,04-11-1982,right-arm medium,right-hand bat,South Africa,3
9257,Kamran Akmal,13-01-1982,,right-hand bat,Pakistan,7
47693,Clint McKay,20-02-1983,right-arm fast-medium,right-hand bat,Australia,2
48744,Arindam Ghosh,19-10-1986,right-arm medium,right-hand bat,India,6
58276,Michael Neser,29-03-1990,right-arm medium-fast,right-hand bat,Australia,2
61993,Scott Boland,11-04-1989,right-arm fast-medium,right-hand bat,Australia,2
95323,Kamlesh Nagarkoti,28-12-1999,right-arm fast,right-hand bat,India,6
12400,Adam Voges,04-10-1979,slow left-arm orthodox,right-hand bat,Australia,2
49314,Aditya Dole,09-10-1987,right-arm medium-fast,right-hand bat,India,6
61334,Asad Pathan,17-06-1984,right-arm medium,right-hand bat,India,6
49096,Swapnil Singh,22-01-1991,slow left-arm orthodox,right-hand bat,India,6
60588,Harmeet Singh,07-09-1992,slow left-arm orthodox,left-hand bat,India,6
68063,Lukman Meriwala,11-12-1991,left-arm fast-medium,left-hand bat,India,6
53754,Arun Karthik,15-02-1986,legbreak googly,right-hand bat,India,6
108645,Vivrant Sharma,30-10-1999,legbreak googly,left-hand bat,India,6
96532,Abhijeet Tomar,14-03-1995,right-arm offbreak,right-hand bat,India,6
62490,Tymal Mills,12-08-1992,left-arm fast,right-hand bat,England,1
62457,Carlos Brathwaite,18-07-1988,right-arm fast-medium,right-hand bat,West Indies,4
19647,Mohammad Hafeez,17-10-1980,right-arm offbreak,right-hand bat,Pakistan,7
54936,Taruwar Kohli,17-12-1988,right-arm medium,right-hand bat,India,6
101217,Prithvi Raj,20-02-1998,left-arm medium,left-hand bat,India,6
6343,Andre Nel,15-07-1977,right-arm fast-medium,right-hand bat,South Africa,3
47207,Dillon du Preez,08-11-1981,right-arm fast-medium,right-hand bat,South Africa,3
87569,Mayank Dagar,11-11-1996,slow left-arm orthodox,right-hand bat,India,6
104825,Nitish Kumar Reddy,26-05-2003,right-arm medium-fast,right-hand bat,India,6
49403,Mohnish Parmar,12-04-1988,right-arm offbreak,right-hand bat,India,6
53548,Sarabjit Ladda,10-07-1986,legbreak,right-hand bat,India,6
49330,Halhadar Das,10-12-1986,,right-hand bat,India,6
11271,Dilhara Fernando,19-07-1979,right-arm fast-medium,right-hand bat,Sri Lanka,8
49034,Kemar Roach,30-06-1988,right-arm fast-medium,right-hand bat,West Indies,4
49024,Matthew Wade,26-12-1987,right-arm medium,left-hand bat,Australia,2
90143,Rahmanullah Gurbaz,28-11-2001,,right-hand bat,Afghanistan,40
52946,Vikrant Yeligati,23-04-1985,right-arm offbreak,right-hand bat,India,6
8197,Chamara Silva,14-12-1979,legbreak,right-hand bat,Sri Lanka,8
48148,Farhaan Behardien,09-10-1983,right-arm fast-medium,right-hand bat,South Africa,3
96757,KM Asif,24-07-1993,right-arm medium,right-hand bat,India,6
52222,Kyle Abbott,18-06-1987,right-arm fast-medium,right-hand bat,South Africa,3
9946,Chandrasekar Ganapathy,10-06-1981,right-arm medium,right-hand bat,India,6
34747,Tim Paine,08-12-1984,right-arm medium,right-hand bat,Australia,2
45159,Abdur Razzak,15-06-1982,slow left-arm orthodox,left-hand bat,Bangladesh,25
106837,Akash Madhwal,25-11-1993,right-arm medium-fast,right-hand bat,India,6
66085,Aniket Choudhary,28-01-1990,left-arm medium,right-hand bat,India,6
50068,Udit Birla,17-11-1989,right-arm medium,right-hand bat,India,6
75995,Vishnu Vinod,02-12-1993,,right-hand bat,India,6
84225,Oshane Thomas,18-02-1997,right-arm fast,left-hand bat,West Indies,4
26889,Callum Ferguson,21-11-1984,right-arm medium,right-hand bat,Australia,2
44691,Ravi Bopara,04-05-1985,right-arm medium,right-hand bat,England,1
66691,Litton Das,13-10-1994,right-arm offbreak,right-hand bat,Bangladesh,25
7634,Arjun Yadav,23-12-1981,right-arm offbreak,right-hand bat,India,6
54460,Isuru Udana,17-02-1988,left-arm medium-fast,right-hand bat,Sri Lanka,8
54389,PM Sarvesh Kumar,26-04-1989,right-arm medium,right-hand bat,India,6
60557,Siddhesh Lad,23-05-1992,right-arm offbreak,right-hand bat,India,6
51109,Dinesh Salunkhe,12-11-1982,legbreak,right-hand bat,India,6
59610,Sean Abbott,29-02-1992,right-arm fast-medium,right-hand bat,Australia,2
7133,Rohan Gavaskar,20-02-1976,slow left-arm orthodox,left-hand bat,India,6
67342,Dushmantha Chameera,11-01-1992,right-arm fast,right-hand bat,Sri Lanka,8
5649,Shoaib Akhtar,13-08-1975,right-arm fast,right-hand bat,Pakistan,7
58408,Tabraiz Shamsi,18-02-1990,left-arm wrist-spin,right-hand bat,South Africa,3
8077,Ranadeb Bose,27-02-1979,right-arm fast-medium,right-hand bat,India,6
59118,Ben Dunk,11-03-1987,right-arm offbreak,left-hand bat,Australia,2
103597,Yash Dayal,13-12-1997,left-arm medium-fast,right-hand bat,India,6
51054,Darren Bravo,06-02-1989,right-arm medium,left-hand bat,West Indies,4
110981,RajÂ Bawa,12-11-2002,right-arm medium-fast,left-hand bat,India,6
7130,Wasim Jaffer,16-02-1978,right-arm offbreak,right-hand bat,India,6
48863,Rusty Theron,24-07-1985,right-arm medium-fast,right-hand bat,USA,11
106850,Yudhvir Singh,13-09-1997,right-arm medium-fast,right-hand bat,India,6
51158,Rahil Shaikh,12-06-1985,left-arm medium,left-hand bat,India,6
7221,Graham Napier,06-01-1980,right-arm medium,right-hand bat,England,1
54137,Amit Paunikar,18-04-1988,,right-hand bat,India,6
78281,Chris Green,01-10-1993,right-arm offbreak,right-hand bat,Australia,2
13029,Sourav Sarkar,15-12-1984,right-arm medium,right-hand bat,India,6
64741,Prashant Chopra,07-10-1992,legbreak googly,right-hand bat,India,6
46206,Nuwan Kulasekara,22-07-1982,right-arm fast-medium,right-hand bat,Sri Lanka,8
12402,Brett Geeves,13-06-1982,right-arm fast-medium,right-hand bat,Australia,2
73505,Monu Kumar,05-11-1994,right-arm medium,right-hand bat,India,6
82071,Tom Banton,11-11-1998,,right-hand bat,England,1
114290,Himanshu Sharma,06-06-1998,legbreak,right-hand bat,India,6
7128,Reetinder Sodhi,18-10-1980,right-arm medium,right-hand bat,India,6
7668,Rajesh Pawar,06-09-1979,slow left-arm orthodox,left-hand bat,India,6
53753,Thalaivan Sargunam,15-05-1985,right-arm offbreak,right-hand bat,India,6
51220,Shrikant Mundhe,27-10-1988,right-arm medium,right-hand bat,India,6
48263,Love Ablish,03-12-1982,right-arm medium-fast,right-hand bat,India,6
110638,Abdul Basith,09-10-1998,right-arm offbreak,right-hand bat,India,6
